task_id,model,policy,reward,map_name,map_family,map_size,seed,success,steps,total_return,oracle_steps,path_efficiency,collisions,invalid_actions,pickup_step,cycle_events,interaction_cycle_events,state_revisit_rate,mean_inference_ms
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_aisle_13_20x20.txt,aisle,20x20,401,1,56,11.249999999999996,36,0.6428571428571429,0,0,27,4,0,0.10714285714285714,0.24663758925466286
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_aisle_13_20x20.txt,aisle,20x20,503,1,40,11.169999999999996,36,0.9,0,0,16,4,0,0.025,0.3399615999796879
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_aisle_13_20x20.txt,aisle,20x20,601,1,40,11.169999999999996,36,0.9,0,0,15,6,0,0.075,1.0636948750288866
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_aisle_13_20x20.txt,aisle,20x20,701,1,40,11.169999999999996,36,0.9,0,0,11,4,0,0.025,0.40559122492140887
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_aisle_13_20x20.txt,aisle,20x20,809,1,40,11.169999999999996,36,0.9,0,0,18,4,0,0.05,0.3263340750208954
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_aisle_13_20x20.txt,aisle,20x20,907,1,44,11.189999999999998,36,0.8181818181818182,0,0,20,4,0,0.11363636363636363,0.8549673408321145
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_aisle_13_20x20.txt,aisle,20x20,1009,1,40,11.169999999999998,36,0.9,0,0,25,4,0,0.05,0.30973524987985
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_03_10x10.txt,blocks,10x10,101,1,102,10.579999999999995,16,0.1568627450980392,0,0,6,14,0,0.7549019607843137,0.3072050293863582
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_03_10x10.txt,blocks,10x10,211,1,30,10.219999999999999,16,0.5333333333333333,0,0,5,2,0,0.23333333333333334,1.2394721998134628
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_03_10x10.txt,blocks,10x10,307,1,18,10.16,16,0.8888888888888888,0,0,13,2,0,0.05555555555555555,0.3077953335074805
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_03_10x10.txt,blocks,10x10,401,1,102,10.579999999999995,16,0.1568627450980392,0,0,7,14,0,0.7549019607843137,0.3141863136774833
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_03_10x10.txt,blocks,10x10,503,1,18,10.16,16,0.8888888888888888,0,0,6,2,0,0.05555555555555555,0.30863816674455946
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_03_10x10.txt,blocks,10x10,601,1,102,10.579999999999995,16,0.1568627450980392,0,0,6,12,0,0.7450980392156863,0.48892895097642575
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_03_10x10.txt,blocks,10x10,701,1,102,10.579999999999995,16,0.1568627450980392,0,0,4,13,0,0.7450980392156863,0.3076722352720846
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_03_10x10.txt,blocks,10x10,809,1,18,10.16,16,0.8888888888888888,0,0,7,2,0,0.05555555555555555,0.3948027222880531
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_03_10x10.txt,blocks,10x10,907,1,20,10.17,16,0.8,0,0,8,2,0,0.05,1.6682532001141226
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_03_10x10.txt,blocks,10x10,1009,1,24,10.19,16,0.6666666666666666,0,0,14,2,0,0.041666666666666664,0.3089499584424023
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_09_15x15.txt,blocks,15x15,101,1,28,10.659999999999997,26,0.9285714285714286,0,0,12,2,0,0.03571428571428571,0.3082606073283906
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_09_15x15.txt,blocks,15x15,211,1,28,10.659999999999997,26,0.9285714285714286,0,0,9,3,0,0.03571428571428571,0.3047201070590485
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_09_15x15.txt,blocks,15x15,307,1,114,11.989999999999988,46,0.40350877192982454,0,0,21,22,0,0.5263157894736842,0.4704357894425221
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_09_15x15.txt,blocks,15x15,401,1,28,10.659999999999998,26,0.9285714285714286,0,0,14,3,0,0.03571428571428571,0.29060478566732073
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_09_15x15.txt,blocks,15x15,503,1,28,10.659999999999997,26,0.9285714285714286,0,0,11,3,0,0.03571428571428571,0.3182715357265157
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_09_15x15.txt,blocks,15x15,601,1,28,10.659999999999997,26,0.9285714285714286,0,0,12,2,0,0.03571428571428571,0.29508764292326567
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_09_15x15.txt,blocks,15x15,701,1,30,10.669999999999998,26,0.8666666666666667,0,0,8,3,0,0.06666666666666667,0.2998696999384265
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_blocks_09_15x15.txt,blocks,15x15,809,1,28,10.659999999999998,26,0.9285714285714286,0,0,13,2,0,0.03571428571428571,0.314092214239281
